cycle_id,capacity_ah,avg_temp,file,SOH
0,1.7059162227905784,8.283845932587244,00001_soc.csv,1.0
2,1.5485348224813833,8.218635429285047,00005_soc.csv,0.9077437694731885
4,1.5322953742570373,7.961357265649174,00007_soc.csv,0.8982242819348256
6,1.5116088197918427,7.995267280724801,00009_soc.csv,0.8860979218071547
8,1.4952479079348016,8.018815916744776,00011_soc.csv,0.8765072328633111
10,1.4770381629805176,8.043223821359414,00013_soc.csv,0.8658327667254042
12,1.4741028882972407,8.163653115126447,00017_soc.csv,0.8641121226257337
14,1.4630998371338713,8.241027109416667,00021_soc.csv,0.857662186212461
16,1.443790318786066,8.158049307112933,00023_soc.csv,0.8463430381266199
18,1.4283449182308543,8.26169724224141,00025_soc.csv,0.8372890175663689
20,1.4130769151400353,8.247705152750127,00027_soc.csv,0.8283389865584901
22,1.4013095055242992,8.279872200837728,00029_soc.csv,0.8214409868451826
24,1.4385449747798922,8.247347794301291,00033_soc.csv,0.8432682423446832
26,1.4343101039835442,8.174020735357537,00037_soc.csv,0.8407857811664781
28,1.4154353432111617,8.265811138872365,00039_soc.csv,0.8297214859096415
30,1.399265425580653,8.304793005405108,00041_soc.csv,0.8202427568756578
32,1.3785227734636976,8.33109648792861,00043_soc.csv,0.8080835125705512
34,1.3618167922979145,8.316334165100594,00045_soc.csv,0.7982905456343115
36,1.347939032038268,8.339298283485373,00049_soc.csv,0.7901554683812534
38,0.6548445970222164,7.2057785918055695,00051_soc.csv,0.3838667973688685
40,1.372145545364657,8.402505533341074,00053_soc.csv,0.8043452117009994
42,1.3217071627496773,8.317009269710063,00055_soc.csv,0.7747784710011123
44,1.3108860008679817,8.332417456995616,00057_soc.csv,0.7684351572222011
46,1.2968347254159838,8.414847018431509,00061_soc.csv,0.7601983661862308
48,1.295052498307379,8.40856771563631,00063_soc.csv,0.7591536331068481
50,1.2784898095352197,8.432237920506596,00065_soc.csv,0.7494446634922292
52,1.2668358937325255,8.305600001214838,00067_soc.csv,0.7426131933139162
54,1.2613122197706443,8.510198329357308,00069_soc.csv,0.7393752418318408
56,1.251293407356532,8.450437181773486,00073_soc.csv,0.7335022615059235
58,1.2507093783692342,8.446633313477427,00075_soc.csv,0.7331599064831531
60,1.2407762350334821,8.476832236246848,00077_soc.csv,0.7273371449647104
62,1.2254830746318022,8.471063087786304,00079_soc.csv,0.7183723668605061
64,1.2237900577394298,8.508792139861303,00081_soc.csv,0.717379928386826
66,1.2950622031972812,8.481133045976764,00085_soc.csv,0.7591593220672862
68,1.3024422659165678,8.56721332677467,00089_soc.csv,0.7634854798355817
70,1.2804332969170698,8.35443025420307,00091_soc.csv,0.7505839265790594
72,1.2672525868100168,8.495113066213365,00093_soc.csv,0.7428574568198987
74,1.2506446117066803,8.435965584462103,00095_soc.csv,0.7331219405727006
76,1.2339061709936394,8.484103507408614,00097_soc.csv,0.7233099460037881
78,1.2283233456119038,8.522764576121238,00101_soc.csv,0.7200373202399021
80,1.2273142334706453,8.544034419003498,00103_soc.csv,0.7194457834881102
82,1.2092938286981831,8.43537136749335,00105_soc.csv,0.7088823076668979
84,1.199810168268469,8.52767027324375,00107_soc.csv,0.7033230308964358
86,1.1938600481526223,8.560451783800517,00109_soc.csv,0.6998350987011998
88,1.1871449149976256,8.460514015147167,00113_soc.csv,0.6958987194902606
90,1.1779112280690531,8.350390150064205,00115_soc.csv,0.6904859760007428
92,1.1804110990479584,8.562862705871707,00117_soc.csv,0.6919513885136831
94,1.1746620822063873,8.559567390807777,00119_soc.csv,0.6885813421041551
96,1.1632857156709504,8.560407309364717,00121_soc.csv,0.6819125699901135
98,1.1707898911452548,8.603002706400588,00125_soc.csv,0.6863114820668326
100,1.1558080876585575,8.532204419113322,00127_soc.csv,0.6775292199096735
102,1.1589531101565296,8.521421330206069,00129_soc.csv,0.6793728171836518
104,1.1409317055580737,8.469785304706557,00131_soc.csv,0.6688087552691834
106,0.9851549296751346,8.05736852364136,00133_soc.csv,0.5774931479715896
108,1.2339815690368505,8.492791291348246,00137_soc.csv,0.7233541439791656
110,1.2362699351580233,8.581066695521145,00141_soc.csv,0.7246955733475021
112,1.2256807030765522,8.619861844965216,00143_soc.csv,0.7184882157176244
114,1.2072381238920848,8.719209080145445,00145_soc.csv,0.7076772632581312
116,1.2020868991619555,9.01538903645214,00147_soc.csv,0.7046576397494791
118,1.1907406568109857,9.041287715192489,00149_soc.csv,0.6980065262895172
120,1.1976244087874304,9.040689483704627,00153_soc.csv,0.7020417490539645
122,1.2044131971837724,9.084902940837063,00157_soc.csv,0.7060213046180923
124,1.1941666314749493,9.061781922129498,00159_soc.csv,0.7000148163908677
126,1.18344222403473,8.997022361652965,00161_soc.csv,0.6937282196067208
128,1.1738172700291483,9.048067811800367,00163_soc.csv,0.6880861172121278
130,0.5453996067057494,7.734661318161152,00165_soc.csv,0.3197106630556404
132,1.261203777222929,9.110575506959655,00169_soc.csv,0.7393116733246266
134,1.2388125262297685,9.020580073567563,00173_soc.csv,0.7261860281762779
136,1.2255445857932556,8.970716051014165,00175_soc.csv,0.7184084244116518
138,1.213162900250266,8.984076187122575,00177_soc.csv,0.7111503390628088
140,1.1985721533480573,9.048137585826666,00179_soc.csv,0.7025973124210076
142,1.1884476123242975,9.022782270004612,00181_soc.csv,0.6966623544855014
144,1.2124857806894742,9.486531665724815,00185_soc.csv,0.7107534147873107
146,1.0736424319949203,9.417710497886382,00189_soc.csv,0.6293641022058107
148,1.031180163987178,9.149216227314787,00191_soc.csv,0.6044729220643373
150,1.0008480923059622,9.079968609297453,00193_soc.csv,0.5866924054856287
152,0.9763993179740347,9.066641013961632,00195_soc.csv,0.5723606499132867
154,0.9567392419558429,9.07955278276068,00197_soc.csv,0.5608360065834804
156,0.9336331793106193,9.270956896758008,00201_soc.csv,0.5472913422344738
158,0.9513693274007265,9.341419769817694,00205_soc.csv,0.5576881881364923
160,0.9347665406854339,9.313270059157313,00207_soc.csv,0.5479557132977612
162,0.9178735433539026,9.255793638420439,00209_soc.csv,0.5380531183720284
164,0.9045635929470501,9.295233216110363,00211_soc.csv,0.5302508885620089
166,0.8994233893543552,9.312209305191505,00213_soc.csv,0.5272377255918564
168,0.9171000480847973,9.301170429651892,00217_soc.csv,0.5375996991133498
170,0.9374303816642029,9.24971753392012,00221_soc.csv,0.5495172442470427
172,0.9174993203531329,9.222901109337416,00223_soc.csv,0.5378337506236183
174,0.8965946180612675,9.197962919297872,00225_soc.csv,0.5255795132744542
176,0.8823173285261791,9.190807105686561,00227_soc.csv,0.5172102338547806
178,0.8749286719668468,9.21418239832477,00229_soc.csv,0.5128790384182041
180,0.8622097014285303,9.159302407607026,00233_soc.csv,0.5054232382045744
182,0.6616575302812444,8.880977448114402,00235_soc.csv,0.3878605065370029
184,0.8677589678248359,9.105946326590221,00237_soc.csv,0.5086761918503448
186,0.8542368826755297,9.19689461853276,00239_soc.csv,0.5007496096602848
188,0.8461624642706668,9.227407893143734,00241_soc.csv,0.4960164238818798
190,0.8390422529102958,9.242008478999193,00245_soc.csv,0.49184258974791295
192,0.8363287413852575,9.223913978920725,00247_soc.csv,0.4902519421599561
194,0.8261159736237346,9.140485633056263,00249_soc.csv,0.48426526612916215
196,0.8209965763743596,9.053708335322769,00251_soc.csv,0.481264299738796
198,0.8224521570521389,9.319487690435759,00253_soc.csv,0.4821175542294522
200,0.8112023304910777,9.16868642082237,00257_soc.csv,0.4755229592483115
202,0.8180828487257585,9.294415953265817,00259_soc.csv,0.479556286408672
204,0.8153515758515727,9.326825619408815,00261_soc.csv,0.4779552272020728
206,0.8097905607177889,9.296826382514803,00263_soc.csv,0.47469538650210746
208,0.8077058763175747,9.372586184205204,00265_soc.csv,0.4734733543926971
210,0.8191621568144222,9.336084232669643,00269_soc.csv,0.4801889716919493
212,0.8499987650358402,9.37764578895094,00273_soc.csv,0.4982652451979101
214,0.8469287735348575,9.309963709628457,00275_soc.csv,0.4964656307385548
216,0.8249338890938297,9.345877803558823,00277_soc.csv,0.4835723337834159
218,0.8117737338697906,9.13791607493325,00279_soc.csv,0.47585791319920256
220,0.8172281951781046,9.34941394755998,00281_soc.csv,0.4790552925519773
222,0.7945484487710138,9.26057755763839,00285_soc.csv,0.4657605327600863
224,0.8045926106449222,9.392326404779135,00287_soc.csv,0.4716483728191238
226,0.773613695716424,9.152081900196833,00289_soc.csv,0.45348867979631985
228,0.7875691024201503,9.270642411668925,00291_soc.csv,0.4616692730266824
230,0.7848594009152847,9.408084502100989,00293_soc.csv,0.4600808588544829
232,0.7855887914368022,9.424228335307081,00297_soc.csv,0.460508424119279
234,0.7792617414468337,9.21577636754008,00299_soc.csv,0.4567995374193105
236,0.7810029290175248,9.487585108542454,00301_soc.csv,0.45782021331618594
238,0.7744367117178701,9.382664482034471,00303_soc.csv,0.45397112787345917
240,0.7678688298042567,9.370681822124274,00305_soc.csv,0.45012106664192375
242,0.7690306784650508,9.550195757887018,00309_soc.csv,0.4508021368171598
244,0.7701743742329134,9.443180741530844,00311_soc.csv,0.4514725658526441
246,0.7721883747908387,9.496571840095609,00313_soc.csv,0.4526531634289019
248,0.7573134629803513,9.311703378469625,00315_soc.csv,0.4439335606654352
250,0.7581678350465182,10.097265665052598,00317_soc.csv,0.44443438951901704
252,0.7719106214140946,9.262122767124817,00321_soc.csv,0.4524903457166172
254,0.8099379795841058,9.593795056672082,00325_soc.csv,0.47478180274245235
256,0.7992408339438118,9.578212651420866,00327_soc.csv,0.4685111866961407
258,0.7836060988463169,9.493991129155228,00329_soc.csv,0.4593461791250659
260,0.773420701197218,9.501031974672179,00331_soc.csv,0.4533755473243803
262,0.7740210868069224,9.630400676336238,00333_soc.csv,0.453727490521639
264,0.7464432452216261,9.48784961606741,00337_soc.csv,0.43756149056404214
266,0.7484421604454843,9.456692949449163,00341_soc.csv,0.4387332451890074
268,0.7664076578103686,9.530816473672518,00343_soc.csv,0.4492645345482797
270,0.767505650380864,9.579033659965564,00345_soc.csv,0.4499081725862012
272,0.7522800152067258,9.496587737987099,00347_soc.csv,0.44098297745016357
274,0.5514788739799014,9.017687233272238,00349_soc.csv,0.323274300702633
276,0.7756557381745607,9.383799497830823,00353_soc.csv,0.4546857154015011
278,0.7863951599356168,9.502934351676071,00357_soc.csv,0.46098111350932164
280,0.7753361193993316,9.48448456942215,00359_soc.csv,0.45449835639115865
282,0.7586985415073322,9.420191725931469,00361_soc.csv,0.4447454871296288
284,0.7559596685317612,9.485452201597194,00363_soc.csv,0.44313997277963885
286,0.7489466796476625,9.51093205464653,00365_soc.csv,0.43902899195279216
288,1.6599262818597127,7.9202977896019435,00369_soc.csv,0.9730409147199303
290,1.50962711605719,7.966527041387359,00373_soc.csv,0.8849362564755413
292,1.500899146964651,7.716053431144206,00375_soc.csv,0.8798199623832902
294,1.480307461976229,7.7206910765611845,00377_soc.csv,0.8677492142930131
296,1.4637886391201704,7.741927574639647,00379_soc.csv,0.8580659586703913
298,1.4529216029671737,7.721611749096581,00381_soc.csv,0.8516957536111884
300,1.4536509615974627,7.863736138339436,00385_soc.csv,0.8521233001814976
302,1.4463681420066925,7.913559670145541,00389_soc.csv,0.847854145873992
304,1.4346906339784882,7.857312224649938,00391_soc.csv,0.8410088460449641
306,1.4192854092623657,7.934424700150174,00393_soc.csv,0.8319783763710652
308,1.4077823293886165,7.947700142157586,00395_soc.csv,0.8252353254990052
310,1.3922647469337568,7.974508678847222,00397_soc.csv,0.8161389922514817
312,1.4218157488634189,7.896238863160181,00401_soc.csv,0.8334616494458202
314,1.4210249710116154,7.821782213763084,00405_soc.csv,0.8329980992191216
316,1.4062984588160756,7.880512009597096,00407_soc.csv,0.8243654876061962
318,1.3936502708309546,7.884712425373797,00409_soc.csv,0.8169511797895844
320,1.377009937199045,7.899245554524944,00411_soc.csv,0.8071966951263875
322,1.356632267591828,7.915650842338578,00413_soc.csv,0.7952514018376686
324,1.3461861565971187,7.937837152740404,00417_soc.csv,0.7891279411101416
326,0.6558574471099604,7.096821589774573,00419_soc.csv,0.38446052528716396
328,1.3743610163131388,7.9609756002114755,00421_soc.csv,0.805643910264788
330,1.3205577126965458,7.899775210697715,00423_soc.csv,0.7741046688308914
332,1.3134136768993676,7.921967493830708,00425_soc.csv,0.7699168689250485
334,1.2989757524405285,7.982954743733319,00429_soc.csv,0.7614534260748357
336,1.3013788235215842,7.9988424675681475,00431_soc.csv,0.7628620949467012
338,1.2846575467392822,7.999842407007038,00433_soc.csv,0.753060161792593
340,1.277300646411242,7.891832163635471,00435_soc.csv,0.7487475817082055
